"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","gender","age","language","PID","subStim","optStim","stim1","stim2","infoCond","optimCond","bonus","stimulus","button_pressed","banditTrial","choice","cue","feedback","estimateData","leftOption","rightOption","choiceName","leftInput","rightInput","key_press","postQ","singleEst"
"709","","bandit-task-exp6","10","91082","0.0-5.0-0.1","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","2","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"1069","","bandit-task-exp6","11","114794","0.0-5.0-0.2","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","3","2","2","106","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"1161","","bandit-task-exp6","12","143477","0.0-5.0-0.3","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","4","1","2","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/square.png","NaN","NaN","","",""
"1495","","bandit-task-exp6","13","170239","0.0-5.0-0.4","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","5","1","2","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/square.png","NaN","NaN","","",""
"1210","","bandit-task-exp6","14","193715","0.0-5.0-0.5","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","6","2","2","106","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"1000","","bandit-task-exp6","15","217550","0.0-5.0-0.6","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","7","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"1445","","bandit-task-exp6","16","242361","0.0-5.0-0.7","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","8","1","2","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/square.png","NaN","NaN","","",""
"2461","","bandit-task-exp6","17","267122","0.0-5.0-0.8","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","9","1","2","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/square.png","NaN","NaN","","",""
"793","","bandit-task-exp6","18","289911","0.0-5.0-0.9","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","10","1","1","90","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/square.png","NaN","NaN","","",""
"770","","bandit-task-exp6","19","312785","0.0-5.0-0.10","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","11","2","2","105","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"907","","bandit-task-exp6","20","335687","0.0-5.0-0.11","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","12","2","2","108","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"803","","bandit-task-exp6","21","358667","0.0-5.0-0.12","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","13","2","2","106","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"636","","bandit-task-exp6","22","381379","0.0-5.0-0.13","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","14","2","2","90","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"731","","bandit-task-exp6","23","404576","0.0-5.0-0.14","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","15","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"null","","html-keyboard-response","24","419587","0.0-6.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","","","","","","","","","","","null","",""
"1736","","bandit-task-exp6","25","443688","0.0-7.0-0.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","16","2","2","102","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"785","","bandit-task-exp6","26","466351","0.0-7.0-0.1","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","17","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"619","","bandit-task-exp6","27","491152","0.0-7.0-0.2","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","18","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"941","","bandit-task-exp6","28","514842","0.0-7.0-0.3","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","19","2","2","92","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"720","","bandit-task-exp6","29","537854","0.0-7.0-0.4","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","20","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"663","","bandit-task-exp6","30","560495","0.0-7.0-0.5","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","21","2","2","92","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"698","","bandit-task-exp6","31","583631","0.0-7.0-0.6","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","22","2","2","94","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"4215","","bandit-task-exp6","32","609852","0.0-7.0-0.7","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","23","2","2","91","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"681","","bandit-task-exp6","33","633330","0.0-7.0-0.8","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","24","2","2","90","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"1133","","bandit-task-exp6","34","656982","0.0-7.0-0.9","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","25","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"993","","bandit-task-exp6","35","680356","0.0-7.0-0.10","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","26","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"948","","bandit-task-exp6","36","718391","0.0-7.0-0.11","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","27","2","2","102","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"900","","bandit-task-exp6","37","742147","0.0-7.0-0.12","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","28","2","2","106","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"713","","bandit-task-exp6","38","764569","0.0-7.0-0.13","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","29","2","2","96","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"699","","bandit-task-exp6","39","787521","0.0-7.0-0.14","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","30","2","2","90","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"null","","html-keyboard-response","40","802533","0.0-8.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","","","","","","","","","","","null","",""
"1204","","bandit-task-exp6","41","825793","0.0-9.0-0.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","31","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"657","","bandit-task-exp6","42","849182","0.0-9.0-0.1","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","32","2","2","91","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"758","","bandit-task-exp6","43","872325","0.0-9.0-0.2","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","33","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"849","","bandit-task-exp6","44","896955","0.0-9.0-0.3","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","34","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"676","","bandit-task-exp6","45","930684","0.0-9.0-0.4","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","35","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"1360","","bandit-task-exp6","46","953942","0.0-9.0-0.5","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","36","2","2","108","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"705","","bandit-task-exp6","47","980432","0.0-9.0-0.6","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","37","2","2","106","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"891","","bandit-task-exp6","48","1003219","0.0-9.0-0.7","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","38","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"820","","bandit-task-exp6","49","1025663","0.0-9.0-0.8","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","39","2","2","101","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"2331","","bandit-task-exp6","50","1049872","0.0-9.0-0.9","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","40","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"662","","bandit-task-exp6","51","1072202","0.0-9.0-0.10","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","41","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","NaN","NaN","","",""
"768","","bandit-task-exp6","52","1094562","0.0-9.0-0.11","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","42","2","2","97","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"659","","bandit-task-exp6","53","1116988","0.0-9.0-0.12","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","43","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"1569","","bandit-task-exp6","54","1140420","0.0-9.0-0.13","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","44","2","2","104","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"795","","bandit-task-exp6","55","1169053","0.0-9.0-0.14","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","45","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","NaN","NaN","","",""
"null","","html-keyboard-response","56","1184069","0.0-10.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","<p><b> Congratulations, you have finished this block. </b> </p><p>Please take a short break before moving onto the next block.</p><p>The next block will start after a 15 second break.</p><b>Remember, the point rewards are the same between blocks","","","","","","","","","","","","null","",""
"12454","","bandit-task-exp6","57","1231700","0.0-11.0-0.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","46","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"8365","","bandit-task-exp6","58","1262052","0.0-11.0-0.1","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","47","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","90","105","","",""
"8191","","bandit-task-exp6","59","1291881","0.0-11.0-0.2","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","48","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"4275","","bandit-task-exp6","60","1318681","0.0-11.0-0.3","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","49","2","2","90","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"6586","","bandit-task-exp6","61","1348129","0.0-11.0-0.4","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","50","2","2","104","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","90","105","","",""
"4690","","bandit-task-exp6","62","1374394","0.0-11.0-0.5","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","51","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"4281","","bandit-task-exp6","63","1402252","0.0-11.0-0.6","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","52","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"4215","","bandit-task-exp6","64","1428026","0.0-11.0-0.7","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","53","2","2","98","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"5257","","bandit-task-exp6","65","1454863","0.0-11.0-0.8","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","54","2","2","107","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","90","105","","",""
"4410","","bandit-task-exp6","66","1481466","0.0-11.0-0.9","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","55","2","1","0","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","90","105","","",""
"5566","","bandit-task-exp6","67","1508557","0.0-11.0-0.10","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","56","2","2","94","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","90","105","","",""
"5216","","bandit-task-exp6","68","1537105","0.0-11.0-0.11","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","57","2","2","90","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"3588","","bandit-task-exp6","69","1562704","0.0-11.0-0.12","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","58","2","2","108","null","NWTKimg/square.png","NWTKimg/triangle.png","NWTKimg/triangle.png","90","105","","",""
"4553","","bandit-task-exp6","70","1593769","0.0-11.0-0.13","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","59","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"4284","","bandit-task-exp6","71","1620277","0.0-11.0-0.14","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","60","2","1","0","null","NWTKimg/triangle.png","NWTKimg/square.png","NWTKimg/triangle.png","105","90","","",""
"991","","html-button-response","72","1621269","0.0-12.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","<p> Congratulations, you have finished the main part of the experiment. </p><p>Before you finish, we have a few short questions about the options and outcomes you saw in the task.</p>","0","","","","","","","","","","","","",""
"5408","","html-button-response","73","1626679","0.0-13.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","<p><b>Now, imagine that you clicked on the below button for another 10 trials (this includes <i> BOTH WIN and NO-WIN trials</i>).</p> <img src= 'NWTKimg/triangle.png'></img></br></br> <p><b>Please type the reward (number of points) you would expect to receive on every trial.</br> Click start to begin.</p>","0","","","","","","","","","","","","",""
"3490.5","{""undefined"":""0""}","survey-number","74","1630175","0.0-14.0-0.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"3307","{""undefined"":""0""}","survey-number","75","1633488","0.0-14.0-0.1","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2293.300000000745","{""undefined"":""90""}","survey-number","76","1635785","0.0-14.0-0.2","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2969.400000002235","{""undefined"":""0""}","survey-number","77","1638758","0.0-14.0-0.3","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2041.2000000029802","{""undefined"":""105""}","survey-number","78","1640801","0.0-14.0-0.4","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2090.5","{""undefined"":""98""}","survey-number","79","1642896","0.0-14.0-0.5","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2225.60000000149","{""undefined"":""0""}","survey-number","80","1645125","0.0-14.0-0.6","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"4128","{""undefined"":""106""}","survey-number","81","1649255","0.0-14.0-0.7","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2670.2000000029802","{""undefined"":""0""}","survey-number","82","1651931","0.0-14.0-0.8","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2197","{""undefined"":""0""}","survey-number","83","1654134","0.0-14.0-0.9","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/triangle.png",""
"2146","","html-button-response","84","1656281","0.0-15.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","<p><b>Imagine that you clicked on the below button for another 10 trials (this includes <i> both WIN and NO-WIN trials</i>).</p> <img src= 'NWTKimg/square.png'></img></br></br> <p><b>Please type the reward (number of points) you would expect to receive on every trial.</br> Click start to begin.</p>","0","","","","","","","","","","","","",""
"1937.2999999970198","{""undefined"":""0""}","survey-number","85","1658220","0.0-16.0-0.0","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/square.png",""
"2003.699999999255","{""undefined"":""0""}","survey-number","86","1660226","0.0-16.0-0.1","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/square.png",""
"2182.10000000149","{""undefined"":""90""}","survey-number","87","1662410","0.0-16.0-0.2","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/square.png",""
"2061.89999999851","{""undefined"":""105""}","survey-number","88","1664477","0.0-16.0-0.3","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/square.png",""
"3090.900000002235","{""undefined"":""0""}","survey-number","89","1667570","0.0-16.0-0.4","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/square.png",""
"2256.2000000029802","{""undefined"":""95""}","survey-number","90","1669830","0.0-16.0-0.5","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/square.png",""
"3098","{""undefined"":""100""}","survey-number","91","1672930","0.0-16.0-0.6","male","29","USA","31269","neither","neither","NWTKimg/square.png","NWTKimg/triangle.png","noninfo","eq","2.96","","","","","","","","","","","","","","NWTKimg/square.png",""
